"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","31","test_eliminar_proyecto[test_015: eliminar_proyecto_con_token_valido]","tests.api-planka.project_management","Tue Dec 02 18:06:01 UTC 2025","passed","Tue Dec 02 18:06:01 UTC 2025","","test_delete_project","",""
"","5","test_crear_lista[test_002: crear_lista_con_token_invalido]","tests.api-planka.list","Tue Dec 02 18:06:01 UTC 2025","passed","Tue Dec 02 18:06:01 UTC 2025","","test_post_list","",""
"","45","test_elimimar_tablero[test_020: eliminar_tablero_con_token_valido]","tests.api-planka.board","Tue Dec 02 18:06:00 UTC 2025","passed","Tue Dec 02 18:06:00 UTC 2025","","test_delete_board","",""
"","28","test_obtener_proyecto[test_011: obtener_proyecto_con_token_valido]","tests.api-planka.project_management","Tue Dec 02 18:06:01 UTC 2025","passed","Tue Dec 02 18:06:01 UTC 2025","","test_get_projects","",""
"","4","test_crear_proyecto_con_token[test_002: crear_proyecto_con_token_invalido]","tests.api-planka.project_management","Tue Dec 02 18:06:01 UTC 2025","passed","Tue Dec 02 18:06:01 UTC 2025","","test_post_project","",""
"","25","test_obtener_tarjeta[test_017 : obtener_tarjeta_con_token_valido]","tests.api-planka.card","Tue Dec 02 18:06:00 UTC 2025","passed","Tue Dec 02 18:06:00 UTC 2025","","test_get_card","",""
"","5","test_obtener_proyecto[test_012: obtener_proyecto_con_token_invalido]","tests.api-planka.project_management","Tue Dec 02 18:06:01 UTC 2025","passed","Tue Dec 02 18:06:01 UTC 2025","","test_get_projects","",""
"","4","test_eliminar_proyecto[test_016: eliminar_proyecto_con_token_invalido]","tests.api-planka.project_management","Tue Dec 02 18:06:01 UTC 2025","passed","Tue Dec 02 18:06:01 UTC 2025","","test_delete_project","",""
"","5","test_elimimar_tablero[test_021: eliminar_tablero_con_token_invalidos]","tests.api-planka.board","Tue Dec 02 18:06:00 UTC 2025","passed","Tue Dec 02 18:06:00 UTC 2025","","test_delete_board","",""
"","24","test_crear_tarjeta[test_001: crear_tarjeta_con_token_valido]","tests.api-planka.card","Tue Dec 02 18:06:00 UTC 2025","passed","Tue Dec 02 18:06:00 UTC 2025","","test_post_card","",""
"","4","test_crear_tarjeta[test_002: crear_tarjeta_con_token_invalido]","tests.api-planka.card","Tue Dec 02 18:06:00 UTC 2025","passed","Tue Dec 02 18:06:00 UTC 2025","","test_post_card","",""
"","17","test_eliminar_lista[test_025: eliminar_lista_con_token_valido]","tests.api-planka.list","Tue Dec 02 18:06:00 UTC 2025","passed","Tue Dec 02 18:06:00 UTC 2025","","test_delete_list","",""
"","4","test_eliminar_tarjeta[test_024: eliminar_tarjeta_con_token_invalido]","tests.api-planka.card","Tue Dec 02 18:06:00 UTC 2025","passed","Tue Dec 02 18:06:00 UTC 2025","","test_delete_card","",""
"","22","test_crear_tablero[test_001: crear_tablero_con_token_valido]","tests.api-planka.board","Tue Dec 02 18:06:00 UTC 2025","passed","Tue Dec 02 18:06:00 UTC 2025","","test_post_board","",""
"","16","test_obtener_lista[test_018: obtener_lista_con_token_valido]","tests.api-planka.list","Tue Dec 02 18:06:00 UTC 2025","passed","Tue Dec 02 18:06:01 UTC 2025","","test_get_list","",""
"","3","test_obtener_tarjeta[test_018 : obtener_tarjeta_con_token_invalido]","tests.api-planka.card","Tue Dec 02 18:06:00 UTC 2025","passed","Tue Dec 02 18:06:00 UTC 2025","","test_get_card","",""
"","4","test_eliminar_lista[test_026: eliminar_lista_con_token_invalido]","tests.api-planka.list","Tue Dec 02 18:06:00 UTC 2025","passed","Tue Dec 02 18:06:00 UTC 2025","","test_delete_list","",""
"","32","test_obtener_tablero[test_013: obtener_tablero_con_token_valido]","tests.api-planka.board","Tue Dec 02 18:06:00 UTC 2025","passed","Tue Dec 02 18:06:00 UTC 2025","","test_get_board","",""
"","4","test_obtener_tablero[test_014: obtener_tablero_con_token_invalido]","tests.api-planka.board","Tue Dec 02 18:06:00 UTC 2025","passed","Tue Dec 02 18:06:00 UTC 2025","","test_get_board","",""
"","34","test_eliminar_tarjeta[test_023: eliminar_tarjeta_con_token_valido]","tests.api-planka.card","Tue Dec 02 18:06:00 UTC 2025","passed","Tue Dec 02 18:06:00 UTC 2025","","test_delete_card","",""
"","6","test_crear_tablero[test_002: crear_tablero_con_token_invalido]","tests.api-planka.board","Tue Dec 02 18:06:00 UTC 2025","passed","Tue Dec 02 18:06:00 UTC 2025","","test_post_board","",""
"","4","test_obtener_lista[test_019: obtener_lista_con_token_invalido]","tests.api-planka.list","Tue Dec 02 18:06:01 UTC 2025","passed","Tue Dec 02 18:06:01 UTC 2025","","test_get_list","",""
"","14","test_crear_lista[test_001: crear_lista_con_token_valido]","tests.api-planka.list","Tue Dec 02 18:06:01 UTC 2025","passed","Tue Dec 02 18:06:01 UTC 2025","","test_post_list","",""
"","28","test_crear_proyecto_con_token[test_001: crear_proyecto_con_token_valido]","tests.api-planka.project_management","Tue Dec 02 18:06:01 UTC 2025","passed","Tue Dec 02 18:06:01 UTC 2025","","test_post_project","",""
