"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","22","test_014_validar_tiempo_de_respuesta_al_obtener_proyecto","tests.api-planka.project_management","Tue Dec 02 21:03:09 UTC 2025","passed","Tue Dec 02 21:03:09 UTC 2025","","test_get_projects","",""
"","6","test_crear_proyecto_con_el_campo_tipo[test_007 : crear_proyecto_con_el_campo_tipo_vacio]","tests.api-planka.project_management","Tue Dec 02 21:03:10 UTC 2025","passed","Tue Dec 02 21:03:10 UTC 2025","","test_post_project","",""
"","7","test_crear_tarjeta_con_tipo_de_tarjeta[test_006: crear_tarjeta_con_campo_tipo_empty]","tests.api-planka.card","Tue Dec 02 21:03:09 UTC 2025","passed","Tue Dec 02 21:03:09 UTC 2025","","test_post_card","",""
"","22","test_019_validar_tiempo_de_respuesta_de_obtener_tarjeta","tests.api-planka.card","Tue Dec 02 21:03:08 UTC 2025","passed","Tue Dec 02 21:03:09 UTC 2025","","test_get_card","",""
"","20","test_crear_tarjeta[test_001: crear_tarjeta_con_token_valido]","tests.api-planka.card","Tue Dec 02 21:03:09 UTC 2025","passed","Tue Dec 02 21:03:09 UTC 2025","","test_post_card","",""
"","20","test_crear_tarjeta_con_tipo_de_tarjeta[test_004: crear_tarjeta_con_campo_tipo_projecto]","tests.api-planka.card","Tue Dec 02 21:03:09 UTC 2025","passed","Tue Dec 02 21:03:09 UTC 2025","","test_post_card","",""
"","13","test_crear_proyecto_con_el_campo_tipo[test_005 : crear_proyecto_con_el_campo_tipo_privado]","tests.api-planka.project_management","Tue Dec 02 21:03:10 UTC 2025","passed","Tue Dec 02 21:03:10 UTC 2025","","test_post_project","",""
"","4","test_obtener_proyecto[test_012: obtener_proyecto_con_token_invalido]","tests.api-planka.project_management","Tue Dec 02 21:03:09 UTC 2025","passed","Tue Dec 02 21:03:09 UTC 2025","","test_get_projects","",""
"","6","test_crear_tarjeta_con_tipo_de_tarjeta[test_007: crear_tarjeta_con_campo_tipo_invalido]","tests.api-planka.card","Tue Dec 02 21:03:09 UTC 2025","passed","Tue Dec 02 21:03:09 UTC 2025","","test_post_card","",""
"","15","test_crear_lista[test_001: crear_lista_con_token_valido]","tests.api-planka.list","Tue Dec 02 21:03:09 UTC 2025","passed","Tue Dec 02 21:03:09 UTC 2025","","test_post_list","",""
"","24","test_016_validar_tiempo_de_respuesta_al_obtener_tablero","tests.api-planka.board","Tue Dec 02 21:03:08 UTC 2025","passed","Tue Dec 02 21:03:08 UTC 2025","","test_get_board","",""
"","5","test_crear_tablero[test_002: crear_tablero_con_token_invalido]","tests.api-planka.board","Tue Dec 02 21:03:08 UTC 2025","passed","Tue Dec 02 21:03:08 UTC 2025","","test_post_board","",""
"","5","test_obtener_tablero[test_014: obtener_tablero_con_token_invalido]","tests.api-planka.board","Tue Dec 02 21:03:08 UTC 2025","passed","Tue Dec 02 21:03:08 UTC 2025","","test_get_board","",""
"","26","test_crear_tarjeta_con_tipo_de_tarjeta[test_005: crear_tarjeta_con_campo_tipo_historia]","tests.api-planka.card","Tue Dec 02 21:03:09 UTC 2025","passed","Tue Dec 02 21:03:09 UTC 2025","","test_post_card","",""
"","6","test_crear_lista_con_campo_tipo[test_006 : crear_lista_con_campo_tipo_invalido]","tests.api-planka.list","Tue Dec 02 21:03:09 UTC 2025","passed","Tue Dec 02 21:03:09 UTC 2025","","test_post_list","",""
"","4","test_obtener_lista[test_019: obtener_lista_con_token_invalido]","tests.api-planka.list","Tue Dec 02 21:03:09 UTC 2025","passed","Tue Dec 02 21:03:09 UTC 2025","","test_get_list","",""
"","5","test_elimimar_tablero[test_021: eliminar_tablero_con_token_invalidos]","tests.api-planka.board","Tue Dec 02 21:03:08 UTC 2025","passed","Tue Dec 02 21:03:08 UTC 2025","","test_delete_board","",""
"","16","test_obtener_lista[test_018: obtener_lista_con_token_valido]","tests.api-planka.list","Tue Dec 02 21:03:09 UTC 2025","passed","Tue Dec 02 21:03:09 UTC 2025","","test_get_list","",""
"","15","test_crear_proyecto_con_token[test_001: crear_proyecto_con_token_valido]","tests.api-planka.project_management","Tue Dec 02 21:03:09 UTC 2025","passed","Tue Dec 02 21:03:09 UTC 2025","","test_post_project","",""
