"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","21","test_003_validar_esquema_de_entrada_de_datos_al_crear_tarjeta","tests.api-planka.card","Sun Dec 07 02:58:32 UTC 2025","passed","Sun Dec 07 02:58:32 UTC 2025","","test_post_card","",""
"","8","test_eliminar_proyecto_por_id_proyecto[test_018: eliminar_proyecto_con_id_proyecto_vacio]","tests.api-planka.project_management","Sun Dec 07 02:58:33 UTC 2025","passed","Sun Dec 07 02:58:33 UTC 2025","","test_delete_project","",""
"","8","test_crear_tablero_por_id_proyecto[test_011: crear_tablero_con_id_proyecto_valor_invalido_tipo]","tests.api-planka.board","Sun Dec 07 02:58:31 UTC 2025","passed","Sun Dec 07 02:58:31 UTC 2025","","test_post_board","",""
"","18","test_eliminar_lista[test_025: eliminar_lista_con_token_valido]","tests.api-planka.list","Sun Dec 07 02:58:32 UTC 2025","passed","Sun Dec 07 02:58:32 UTC 2025","","test_delete_list","",""
"","34","test_021_validar_esquema_de_salida_al_obtener_lista","tests.api-planka.list","Sun Dec 07 02:58:32 UTC 2025","passed","Sun Dec 07 02:58:32 UTC 2025","","test_get_list","",""
"","21","test_014_validar_tiempo_de_respuesta_al_obtener_proyecto","tests.api-planka.project_management","Sun Dec 07 02:58:33 UTC 2025","passed","Sun Dec 07 02:58:33 UTC 2025","","test_get_projects","",""
"","8","test_eliminar_lista_por_id_lista[test_027: eliminar_lista_con_id_lista_no_existente]","tests.api-planka.list","Sun Dec 07 02:58:32 UTC 2025","passed","Sun Dec 07 02:58:32 UTC 2025","","test_delete_list","",""
"","8","test_crear_tarjeta_con_tipo_de_tarjeta[test_006: crear_tarjeta_con_campo_tipo_empty]","tests.api-planka.card","Sun Dec 07 02:58:32 UTC 2025","passed","Sun Dec 07 02:58:32 UTC 2025","","test_post_card","",""
"","16","test_020_validar_tiempo_de_respuesta_de_la_solicitud_obtener_lista","tests.api-planka.list","Sun Dec 07 02:58:32 UTC 2025","passed","Sun Dec 07 02:58:32 UTC 2025","","test_get_list","",""
"","8","test_crear_proyecto_con_el_campo_nombre[test_009: crear_proyecto_con_el_campo_nombre_vacio]","tests.api-planka.project_management","Sun Dec 07 02:58:33 UTC 2025","passed","Sun Dec 07 02:58:33 UTC 2025","","test_post_project","",""
"","7","test_eliminar_proyecto_por_id_proyecto[test_017: eliminar_proyecto_con_id_proyecto_no_existente]","tests.api-planka.project_management","Sun Dec 07 02:58:33 UTC 2025","passed","Sun Dec 07 02:58:33 UTC 2025","","test_delete_project","",""
"","9","test_crear_tarjeta_con_campo_posicion[test_009: crear_tarjeta_con_campo_posicion_invalido]","tests.api-planka.card","Sun Dec 07 02:58:32 UTC 2025","passed","Sun Dec 07 02:58:32 UTC 2025","","test_post_card","",""
"","33","test_eliminar_proyecto[test_015: eliminar_proyecto_con_token_valido]","tests.api-planka.project_management","Sun Dec 07 02:58:33 UTC 2025","passed","Sun Dec 07 02:58:33 UTC 2025","","test_delete_project","",""
"","11","test_eliminar_tablero_por_id_tablero[test_022: eliminar_tablero_con_id_tablero_no_existente]","tests.api-planka.board","Sun Dec 07 02:58:31 UTC 2025","passed","Sun Dec 07 02:58:31 UTC 2025","","test_delete_board","",""
"","9","test_obtener_tarjeta_por_id_tarjeta[test_022: obtener_tarjeta_con_id_tarjeta_invalido]","tests.api-planka.card","Sun Dec 07 02:58:32 UTC 2025","passed","Sun Dec 07 02:58:32 UTC 2025","","test_get_card","",""
"","19","test_012_validar_esquema_de_respuesta_al_crear_tablero","tests.api-planka.board","Sun Dec 07 02:58:31 UTC 2025","passed","Sun Dec 07 02:58:31 UTC 2025","","test_post_board","",""
"","13","test_004_validar_esquema_de_entrada_al_crear_proyecto","tests.api-planka.project_management","Sun Dec 07 02:58:33 UTC 2025","passed","Sun Dec 07 02:58:33 UTC 2025","","test_post_project","",""
"","4","test_eliminar_tarjeta[test_024: eliminar_tarjeta_con_token_invalido]","tests.api-planka.card","Sun Dec 07 02:58:31 UTC 2025","passed","Sun Dec 07 02:58:31 UTC 2025","","test_delete_card","",""
"","37","test_crear_tarjeta_con_tipo_de_tarjeta[test_004: crear_tarjeta_con_campo_tipo_projecto]","tests.api-planka.card","Sun Dec 07 02:58:32 UTC 2025","passed","Sun Dec 07 02:58:32 UTC 2025","","test_post_card","",""
"","5","test_crear_proyecto_con_token[test_002: crear_proyecto_con_token_invalido]","tests.api-planka.project_management","Sun Dec 07 02:58:33 UTC 2025","passed","Sun Dec 07 02:58:33 UTC 2025","","test_post_project","",""
"","24","test_obtener_tarjeta[test_017 : obtener_tarjeta_con_token_valido]","tests.api-planka.card","Sun Dec 07 02:58:31 UTC 2025","passed","Sun Dec 07 02:58:31 UTC 2025","","test_get_card","",""
"","8","test_eliminar_tablero_por_id_tablero[test_023: eliminar_tablero_con_id_tablero_vacio]","tests.api-planka.board","Sun Dec 07 02:58:31 UTC 2025","skipped","Sun Dec 07 02:58:31 UTC 2025","","test_delete_board","",""
"","12","test_crear_lista_con_campo_tipo[test_004 : crear_lista_con_campo_tipo_cerrado]","tests.api-planka.list","Sun Dec 07 02:58:32 UTC 2025","passed","Sun Dec 07 02:58:32 UTC 2025","","test_post_list","",""
"","8","test_obtener_tablero_por_id_tablero[test_019:obtener_tablero_con_id_tablero_valor_invalido_tipo]","tests.api-planka.board","Sun Dec 07 02:58:31 UTC 2025","passed","Sun Dec 07 02:58:31 UTC 2025","","test_get_board","",""
"","7","test_crear_tablero_por_campo_posicion[test_005: crear_tablero_con_campo_posicion_vacio]","tests.api-planka.board","Sun Dec 07 02:58:31 UTC 2025","passed","Sun Dec 07 02:58:31 UTC 2025","","test_post_board","",""
"","10","test_crear_tarjeta_con_campo_posicion[test_010: crear_tarjeta_con_campo_posicion_valor_negativo]","tests.api-planka.card","Sun Dec 07 02:58:32 UTC 2025","passed","Sun Dec 07 02:58:32 UTC 2025","","test_post_card","",""
"","24","test_crear_tarjeta[test_001: crear_tarjeta_con_token_valido]","tests.api-planka.card","Sun Dec 07 02:58:32 UTC 2025","passed","Sun Dec 07 02:58:32 UTC 2025","","test_post_card","",""
"","19","test_obtener_tablero_por_id_tablero[test_017:obtener_tablero_con_id_tablero_no_existente]","tests.api-planka.board","Sun Dec 07 02:58:31 UTC 2025","passed","Sun Dec 07 02:58:31 UTC 2025","","test_get_board","",""
"","11","test_crear_tablero_por_campo_posicion[test_007: crear_tablero_con_campo_posicion_valor_invalido_tipo]","tests.api-planka.board","Sun Dec 07 02:58:31 UTC 2025","passed","Sun Dec 07 02:58:31 UTC 2025","","test_post_board","",""
"","9","test_eliminar_tablero_por_id_tablero[TC024: delete_board_with_invalid_id_type]","tests.api-planka.board","Sun Dec 07 02:58:31 UTC 2025","passed","Sun Dec 07 02:58:31 UTC 2025","","test_delete_board","",""
"","29","test_013_validar_esquema_de_salida_al_obtener_proyecto","tests.api-planka.project_management","Sun Dec 07 02:58:33 UTC 2025","passed","Sun Dec 07 02:58:33 UTC 2025","","test_get_projects","",""
"","4","test_obtener_proyecto[test_012: obtener_proyecto_con_token_invalido]","tests.api-planka.project_management","Sun Dec 07 02:58:33 UTC 2025","passed","Sun Dec 07 02:58:33 UTC 2025","","test_get_projects","",""
"","22","test_crear_tarjeta_con_campo_nombre[test_013: crear_tarjeta_con_campo_nombre_invalido]","tests.api-planka.card","Sun Dec 07 02:58:32 UTC 2025","skipped","Sun Dec 07 02:58:32 UTC 2025","","test_post_card","",""
"","8","test_crear_lista_con_campo_posicion[test_008: crear_lista_con_campo_posicion_invalido]","tests.api-planka.list","Sun Dec 07 02:58:32 UTC 2025","passed","Sun Dec 07 02:58:32 UTC 2025","","test_post_list","",""
"","7","test_eliminar_proyecto_por_id_proyecto[test_019: eliminar_proyecto_con_id_proyecto_invalido_valor_cadena]","tests.api-planka.project_management","Sun Dec 07 02:58:33 UTC 2025","passed","Sun Dec 07 02:58:33 UTC 2025","","test_delete_project","",""
"","7","test_crear_lista_con_campo_posicion[test_009: crear_lista_con_campo_posicion_valor_negativo]","tests.api-planka.list","Sun Dec 07 02:58:32 UTC 2025","passed","Sun Dec 07 02:58:32 UTC 2025","","test_post_list","",""
"","30","test_crear_tarjeta_con_campo_posicion[test_011: crear_tarjeta_con_campo_posicion_digitos_excedidos]","tests.api-planka.card","Sun Dec 07 02:58:32 UTC 2025","skipped","Sun Dec 07 02:58:32 UTC 2025","","test_post_card","",""
"","25","test_016_validar_tiempo_de_respuesta_al_obtener_tablero","tests.api-planka.board","Sun Dec 07 02:58:31 UTC 2025","passed","Sun Dec 07 02:58:31 UTC 2025","","test_get_board","",""
