"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7","test_crear_tarjeta_con_campo_posicion[test_010: crear_tarjeta_con_campo_posicion_valor_negativo]","tests.api-planka.card","Wed Dec 03 18:30:02 UTC 2025","passed","Wed Dec 03 18:30:02 UTC 2025","","test_post_card","",""
"","11","test_crear_tablero_por_id_proyecto[test_011: crear_tablero_con_id_proyecto_valor_invalido_tipo]","tests.api-planka.board","Wed Dec 03 18:30:01 UTC 2025","passed","Wed Dec 03 18:30:02 UTC 2025","","test_post_board","",""
"","13","test_crear_tablero_por_campo_posicion[test_007: crear_tablero_con_campo_posicion_valor_invalido_tipo]","tests.api-planka.board","Wed Dec 03 18:30:01 UTC 2025","passed","Wed Dec 03 18:30:01 UTC 2025","","test_post_board","",""
"","4","test_crear_lista[test_002: crear_lista_con_token_invalido]","tests.api-planka.list","Wed Dec 03 18:30:03 UTC 2025","passed","Wed Dec 03 18:30:03 UTC 2025","","test_post_list","",""
"","4","test_crear_proyecto_con_token[test_002: crear_proyecto_con_token_invalido]","tests.api-planka.project_management","Wed Dec 03 18:30:03 UTC 2025","passed","Wed Dec 03 18:30:03 UTC 2025","","test_post_project","",""
"","4","test_eliminar_lista[test_026: eliminar_lista_con_token_invalido]","tests.api-planka.list","Wed Dec 03 18:30:02 UTC 2025","passed","Wed Dec 03 18:30:02 UTC 2025","","test_delete_list","",""
"","7","test_crear_lista_por_id_tablero[test_017: crear_lista_con_id_tablero_invalido]","tests.api-planka.list","Wed Dec 03 18:30:03 UTC 2025","passed","Wed Dec 03 18:30:03 UTC 2025","","test_post_list","",""
"","7","test_eliminar_lista_por_id_lista[test_027: eliminar_lista_con_id_lista_no_existente]","tests.api-planka.list","Wed Dec 03 18:30:02 UTC 2025","passed","Wed Dec 03 18:30:02 UTC 2025","","test_delete_list","",""
"","23","test_crear_tarjeta_con_tipo_de_tarjeta[test_005: crear_tarjeta_con_campo_tipo_historia]","tests.api-planka.card","Wed Dec 03 18:30:02 UTC 2025","passed","Wed Dec 03 18:30:02 UTC 2025","","test_post_card","",""
"","8","test_eliminar_tarjeta_por_id_tarjeta[test_026: eliminar_tarjeta_con_id_tarjeta_vacia]","tests.api-planka.card","Wed Dec 03 18:30:02 UTC 2025","skipped","Wed Dec 03 18:30:02 UTC 2025","","test_delete_card","",""
"","11","test_crear_proyecto_con_el_campo_nombre[test_010: crear_proyecto_con_el_campo_nombre_de_valor_numerico]","tests.api-planka.project_management","Wed Dec 03 18:30:03 UTC 2025","skipped","Wed Dec 03 18:30:03 UTC 2025","","test_post_project","",""
"","9","test_crear_tarjeta_con_campo_posicion[test_008: crear_tarjeta_con_campo_posicion_vacio]","tests.api-planka.card","Wed Dec 03 18:30:02 UTC 2025","passed","Wed Dec 03 18:30:02 UTC 2025","","test_post_card","",""
"","8","test_crear_proyecto_con_el_campo_tipo[test_008 : crear_proyecto_con_el_campo_tipo_invalido]","tests.api-planka.project_management","Wed Dec 03 18:30:03 UTC 2025","passed","Wed Dec 03 18:30:03 UTC 2025","","test_post_project","",""
"","6","test_obtener_lista_por_id_lista[test_023: obtener_lista_con_id_lista_vacia]","tests.api-planka.list","Wed Dec 03 18:30:03 UTC 2025","skipped","Wed Dec 03 18:30:03 UTC 2025","","test_get_list","",""
"","18","test_crear_tarjeta_con_campo_nombre[test_013: crear_tarjeta_con_campo_nombre_invalido]","tests.api-planka.card","Wed Dec 03 18:30:02 UTC 2025","skipped","Wed Dec 03 18:30:02 UTC 2025","","test_post_card","",""
"","15","test_crear_lista_con_campo_tipo[test_003 : crear_lista_con_campo_tipo_activo]","tests.api-planka.list","Wed Dec 03 18:30:03 UTC 2025","passed","Wed Dec 03 18:30:03 UTC 2025","","test_post_list","",""
"","4","test_eliminar_tarjeta[test_024: eliminar_tarjeta_con_token_invalido]","tests.api-planka.card","Wed Dec 03 18:30:02 UTC 2025","passed","Wed Dec 03 18:30:02 UTC 2025","","test_delete_card","",""
"","7","test_eliminar_proyecto_por_id_proyecto[test_019: eliminar_proyecto_con_id_proyecto_invalido_valor_cadena]","tests.api-planka.project_management","Wed Dec 03 18:30:03 UTC 2025","passed","Wed Dec 03 18:30:03 UTC 2025","","test_delete_project","",""
"","7","test_obtener_tarjeta_por_id_tarjeta[test_021: obtener_tarjeta_con_id_tarjeta_vacia]","tests.api-planka.card","Wed Dec 03 18:30:02 UTC 2025","skipped","Wed Dec 03 18:30:02 UTC 2025","","test_get_card","",""
"","11","test_create_lista_con_campo_nombre[test_012: crear_lista_con_campo_nombre_invalido_valor_numerico]","tests.api-planka.list","Wed Dec 03 18:30:03 UTC 2025","skipped","Wed Dec 03 18:30:03 UTC 2025","","test_post_list","",""
"","4","test_obtener_proyecto[test_012: obtener_proyecto_con_token_invalido]","tests.api-planka.project_management","Wed Dec 03 18:30:03 UTC 2025","passed","Wed Dec 03 18:30:03 UTC 2025","","test_get_projects","",""
"","15","test_obtener_lista[test_018: obtener_lista_con_token_valido]","tests.api-planka.list","Wed Dec 03 18:30:02 UTC 2025","passed","Wed Dec 03 18:30:03 UTC 2025","","test_get_list","",""
"","9","test_crear_tablero_por_id_proyecto[test_010: crear_tablero_con_id_proyecto_vacio]","tests.api-planka.board","Wed Dec 03 18:30:01 UTC 2025","passed","Wed Dec 03 18:30:01 UTC 2025","","test_post_board","",""
"","14","test_crear_lista_con_campo_posicion[test_010: crear_lista_con_campo_posicion_valor_sin_limite]","tests.api-planka.list","Wed Dec 03 18:30:03 UTC 2025","skipped","Wed Dec 03 18:30:03 UTC 2025","","test_post_list","",""
