"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","16","test_crear_lista_con_campo_tipo[test_003 : crear_lista_con_campo_tipo_activo]","tests.api-planka.list","Tue Dec 02 20:43:10 UTC 2025","passed","Tue Dec 02 20:43:10 UTC 2025","","test_post_list","",""
"","22","test_014_validar_tiempo_de_respuesta_al_obtener_proyecto","tests.api-planka.project_management","Tue Dec 02 20:43:11 UTC 2025","passed","Tue Dec 02 20:43:11 UTC 2025","","test_get_projects","",""
"","5","test_obtener_tarjeta[test_018 : obtener_tarjeta_con_token_invalido]","tests.api-planka.card","Tue Dec 02 20:43:10 UTC 2025","passed","Tue Dec 02 20:43:10 UTC 2025","","test_get_card","",""
"","4","test_crear_proyecto_con_token[test_002: crear_proyecto_con_token_invalido]","tests.api-planka.project_management","Tue Dec 02 20:43:11 UTC 2025","passed","Tue Dec 02 20:43:11 UTC 2025","","test_post_project","",""
"","4","test_eliminar_proyecto[test_016: eliminar_proyecto_con_token_invalido]","tests.api-planka.project_management","Tue Dec 02 20:43:10 UTC 2025","passed","Tue Dec 02 20:43:10 UTC 2025","","test_delete_project","",""
"","7","test_crear_lista_con_campo_tipo[test_005 : crear_lista_con_campo_tipo_vacio]","tests.api-planka.list","Tue Dec 02 20:43:10 UTC 2025","passed","Tue Dec 02 20:43:10 UTC 2025","","test_post_list","",""
"","26","test_obtener_tarjeta[test_017 : obtener_tarjeta_con_token_valido]","tests.api-planka.card","Tue Dec 02 20:43:10 UTC 2025","passed","Tue Dec 02 20:43:10 UTC 2025","","test_get_card","",""
"","12","test_004_validar_esquema_de_entrada_al_crear_proyecto","tests.api-planka.project_management","Tue Dec 02 20:43:11 UTC 2025","passed","Tue Dec 02 20:43:11 UTC 2025","","test_post_project","",""
"","25","test_016_validar_tiempo_de_respuesta_al_obtener_tablero","tests.api-planka.board","Tue Dec 02 20:43:09 UTC 2025","passed","Tue Dec 02 20:43:09 UTC 2025","","test_get_board","",""
"","8","test_crear_tarjeta_con_tipo_de_tarjeta[test_006: crear_tarjeta_con_campo_tipo_empty]","tests.api-planka.card","Tue Dec 02 20:43:10 UTC 2025","passed","Tue Dec 02 20:43:10 UTC 2025","","test_post_card","",""
"","15","test_020_validar_tiempo_de_respuesta_de_la_solicitud_obtener_lista","tests.api-planka.list","Tue Dec 02 20:43:10 UTC 2025","passed","Tue Dec 02 20:43:10 UTC 2025","","test_get_list","",""
"","3","test_crear_lista[test_002: crear_lista_con_token_invalido]","tests.api-planka.list","Tue Dec 02 20:43:10 UTC 2025","passed","Tue Dec 02 20:43:10 UTC 2025","","test_post_list","",""
"","12","test_crear_proyecto_con_el_campo_tipo[test_006 : crear_proyecto_con_el_campo_tipo_publico]","tests.api-planka.project_management","Tue Dec 02 20:43:11 UTC 2025","passed","Tue Dec 02 20:43:11 UTC 2025","","test_post_project","",""
"","13","test_crear_proyecto_con_el_campo_tipo[test_005 : crear_proyecto_con_el_campo_tipo_privado]","tests.api-planka.project_management","Tue Dec 02 20:43:11 UTC 2025","passed","Tue Dec 02 20:43:11 UTC 2025","","test_post_project","",""
"","15","test_014_validar_esquema_de_entrada_al_crear_lista","tests.api-planka.list","Tue Dec 02 20:43:10 UTC 2025","passed","Tue Dec 02 20:43:10 UTC 2025","","test_post_list","",""
"","30","test_013_validar_esquema_de_salida_al_obtener_proyecto","tests.api-planka.project_management","Tue Dec 02 20:43:10 UTC 2025","passed","Tue Dec 02 20:43:11 UTC 2025","","test_get_projects","",""
